season,sofa_player_id,Pos
2019-2020,930191,FW
2019-2020,1001689,DF
2019-2020,974196,MF
2019-2020,976398,FW
2019-2020,892979,DF
2019-2020,16186,Off_MF
2019-2020,982601,DF
2019-2020,943662,MF
2019-2020,920754,FW
2019-2020,997016,FW
2019-2020,876474,FW
2019-2020,927361,MF
2019-2020,962409,FW
2019-2020,861980,FW
2019-2020,839712,Off_MF
2019-2020,1009675,Def_MF
2019-2020,985329,FW
2019-2020,987428,FW
2019-2020,800444,DF
2019-2020,930277,DF
2019-2020,963398,Off_MF
2019-2020,862484,FW
2019-2020,860435,Off_MF
2019-2020,965014,DF
2019-2020,855847,FW
2019-2020,293519,FW
2019-2020,369866,MF
2019-2020,899160,DF
2019-2020,993238,Def_MF
2019-2020,989113,FW
2019-2020,98452,Off_MF
2019-2020,907685,Off_MF
2019-2020,992331,Off_MF
2019-2020,785418,FW
2019-2020,169199,FW
2019-2020,876013,FW
2019-2020,1012390,Off_MF
2019-2020,910031,Def_MF
2019-2020,152279,DF
2019-2020,100569,Off_MF
2019-2020,964179,MF
2019-2020,826180,MF
2019-2020,972523,MF
2019-2020,932628,MF
2019-2020,826210,Off_MF
2019-2020,892674,FW
2019-2020,32002,Def_MF
2019-2020,94726,FW
2019-2020,1014290,Off_MF
2019-2020,958982,FW
2019-2020,942990,DF
2019-2020,941670,DF
2019-2020,941170,MF
2019-2020,114497,Off_MF
2019-2020,997280,FW
2019-2020,907667,FW
2019-2020,558896,DF
2019-2020,877711,FW
2019-2020,877603,FW
2019-2020,876345,Off_MF
2019-2020,951927,FW
2019-2020,856745,MF
2019-2020,867441,Off_MF
2019-2020,330939,Off_MF
2019-2020,148824,FW
2019-2020,842582,MF
2019-2020,226780,FW
2019-2020,842253,FW
2019-2020,901152,MF
2019-2020,919054,MF
2019-2020,970988,Off_MF
2019-2020,928800,MF
2019-2020,944892,Off_MF
2019-2020,1014408,Off_MF
2019-2020,845122,Off_MF
2019-2020,980403,Off_MF
2019-2020,45956,MF
2019-2020,910024,FW
2019-2020,910053,Off_MF
2019-2020,904840,Off_MF
2019-2020,552508,FW
2019-2020,361326,FW
2019-2020,971037,FW
2019-2020,817567,FW
2019-2020,970928,FW
2019-2020,929752,MF
2019-2020,955133,FW
2019-2020,826192,FW
2019-2020,913684,MF
2019-2020,991824,FW
2019-2020,893030,Def_MF
2019-2020,886133,Def_MF
2019-2020,795059,Off_MF
2019-2020,927066,Def_MF
2019-2020,980624,Def_MF
2019-2020,790151,FW
2019-2020,836939,DF
2019-2020,10629,FW
2019-2020,255495,Off_MF
2019-2020,991378,Off_MF
2019-2020,825845,FW
2019-2020,991352,FW
2019-2020,1018847,FW
2019-2020,962374,Off_MF
2019-2020,41450,DF
2019-2020,37733,FW
2019-2020,928572,FW
2019-2020,906075,DF
2019-2020,980528,Def_MF
2019-2020,976070,DF
2019-2020,991535,DF
2019-2020,148354,DF
2019-2020,175753,FW
2019-2020,132704,FW
2019-2020,991478,Off_MF
2019-2020,971006,FW
2019-2020,928879,FW
2019-2020,358550,MF
2019-2020,1007989,FW
2019-2020,185955,DF
2019-2020,906025,FW
2019-2020,958018,FW
2019-2020,961672,DF
2019-2020,353154,FW
2019-2020,909669,FW
2019-2020,227858,MF
2019-2020,42455,Off_MF
2019-2020,1005171,DF
2019-2020,33959,DF
2019-2020,15038,DF
2019-2020,904992,DF
2019-2020,832411,FW
2019-2020,957602,DF
2019-2020,14193,DF
2019-2020,989899,MF
2019-2020,900003,Off_MF
2019-2020,358680,DF
2019-2020,988190,DF
2019-2020,603740,DF
2019-2020,901907,FW
2019-2020,826185,DF
2019-2020,17979,Off_MF
2019-2020,962877,MF
2019-2020,945578,Def_MF
2019-2020,835485,FW
2019-2020,26760,DF
2019-2020,845168,Off_MF
2019-2020,843200,DF
2019-2020,838640,FW
2019-2020,873189,DF
2019-2020,39010,MF
2019-2020,862055,Off_MF
2019-2020,960006,MF
2019-2020,359640,FW
2019-2020,1009387,Off_MF
2019-2020,1085938,MF
2019-2020,53778,Off_MF
2019-2020,911848,Off_MF
2019-2020,822743,FW
2019-2020,966802,MF
2019-2020,848137,DF
2019-2020,235444,FW
2019-2020,168833,MF
2019-2020,982545,FW
2019-2020,143061,DF
2019-2020,954855,MF
2019-2020,1014286,DF
2019-2020,822468,MF
2019-2020,934383,DF
2019-2020,859901,MF
2019-2020,94822,MF
2019-2020,1046788,DF
2019-2020,804170,FW
2019-2020,978301,MF
2019-2020,856594,FW
2019-2020,1127439,DF
2019-2020,847097,DF
2019-2020,873554,MF
2019-2020,826196,FW
2019-2020,928106,FW
2019-2020,39220,Off_MF
2019-2020,1016019,FW
2019-2020,1031543,DF
2019-2020,997279,MF
2019-2020,789000,FW
2019-2020,855810,Off_MF
2019-2020,906276,FW
2019-2020,817968,FW
2019-2020,598044,FW
2019-2020,996646,MF
2019-2020,13028,Off_MF
2019-2020,952222,FW
2019-2020,3568,MF
2019-2020,25577,FW
2019-2020,879898,DF
2019-2020,856638,DF
2019-2020,201918,DF
2019-2020,825959,DF
2019-2020,28142,MF
2019-2020,826707,DF
2019-2020,939609,DF
2019-2020,66514,DF
2019-2020,985262,DF
2019-2020,940993,DF
2019-2020,867734,DF
2019-2020,168909,Off_MF
2019-2020,960079,MF
2019-2020,980623,FW
2019-2020,312908,DF
2019-2020,1006486,DF
2019-2020,809219,DF
2019-2020,37191,FW
2019-2020,50485,FW
2019-2020,169165,FW
2019-2020,867445,MF
2019-2020,131342,DF
2019-2020,988839,FW
2019-2020,106328,FW
2019-2020,29774,FW
2019-2020,823127,FW
2019-2020,937324,MF
2019-2020,66309,FW
2019-2020,346262,Off_MF
2019-2020,867438,DF
2019-2020,239632,DF
2019-2020,787367,FW
2019-2020,980628,FW
2019-2020,927175,DF
2019-2020,14922,FW
2019-2020,67866,DF
2019-2020,295137,FW
2019-2020,208988,DF
2019-2020,828971,DF
2019-2020,1034124,FW
2019-2020,189009,FW
2019-2020,831983,MF
2019-2020,901470,DF
2019-2020,123399,FW
2019-2020,26995,MF
2019-2020,180511,Off_MF
2019-2020,847025,FW
2019-2020,782240,MF
2019-2020,38502,MF
2019-2020,895306,Def_MF
2019-2020,254001,FW
2019-2020,108452,Off_MF
2019-2020,358306,Off_MF
2019-2020,46998,DF
2019-2020,876242,DF
2019-2020,856905,FW
2019-2020,927353,Off_MF
2019-2020,21501,DF
2019-2020,936752,DF
2019-2020,909668,MF
2019-2020,865912,Off_MF
2019-2020,26060,MF
2019-2020,358540,Off_MF
2019-2020,96702,MF
2019-2020,803185,Off_MF
2019-2020,941163,MF
2019-2020,978285,DF
2019-2020,30376,Off_MF
2019-2020,928236,DF
2019-2020,869943,FW
2019-2020,190147,FW
2019-2020,93868,DF
2019-2020,826190,DF
2019-2020,326343,MF
2019-2020,795260,DF
2019-2020,38642,MF
2019-2020,282247,FW
2019-2020,108484,DF
2019-2020,796085,FW
2019-2020,979128,Off_MF
2019-2020,932856,MF
2019-2020,812829,DF
2019-2020,841065,FW
2019-2020,10086,FW
2019-2020,981053,FW
2019-2020,845083,Off_MF
2019-2020,606346,DF
2019-2020,349436,MF
2019-2020,885663,FW
2019-2020,989535,DF
2019-2020,134543,FW
2019-2020,22086,FW
2019-2020,1009623,MF
2019-2020,928857,FW
2019-2020,362686,FW
2019-2020,925133,DF
2019-2020,867858,Off_MF
2019-2020,82703,MF
2019-2020,793175,FW
2019-2020,822496,Off_MF
2019-2020,3305,Off_MF
2019-2020,809220,Off_MF
2019-2020,94283,DF
2019-2020,921362,FW
2019-2020,3095,FW
2019-2020,851223,MF
2019-2020,840150,MF
2019-2020,227194,FW
2019-2020,147229,Off_MF
2019-2020,329563,FW
2019-2020,980418,DF
2019-2020,826010,MF
2019-2020,155718,MF
2019-2020,877842,Def_MF
2019-2020,46800,DF
2019-2020,97938,FW
2019-2020,877841,Off_MF
2019-2020,822600,MF
2019-2020,42930,Def_MF
2019-2020,796444,DF
2019-2020,577194,DF
2019-2020,368854,DF
2019-2020,840510,Off_MF
2019-2020,960049,Off_MF
2019-2020,944572,DF
2019-2020,65953,FW
2019-2020,100570,FW
2019-2020,894474,DF
2019-2020,793702,FW
2019-2020,153440,MF
2019-2020,825851,FW
2019-2020,601962,MF
2019-2020,817979,DF
2019-2020,29735,MF
2019-2020,826552,DF
2019-2020,933426,MF
2019-2020,358204,Def_MF
2019-2020,352650,MF
2019-2020,907668,MF
2019-2020,122570,DF
2019-2020,988275,DF
2019-2020,53757,DF
2019-2020,44326,MF
2019-2020,287573,MF
2019-2020,877103,DF
2019-2020,879543,DF
2019-2020,965008,FW
2019-2020,927975,MF
2019-2020,796086,DF
2019-2020,790103,DF
2019-2020,309510,MF
2019-2020,2009,DF
2019-2020,48543,DF
2019-2020,270287,FW
2019-2020,284441,Off_MF
2019-2020,14250,FW
2019-2020,121973,FW
2019-2020,142525,DF
2019-2020,335047,Off_MF
2019-2020,31861,FW
2019-2020,38094,MF
2019-2020,113593,MF
2019-2020,919805,Off_MF
2019-2020,857178,MF
2019-2020,826651,FW
2019-2020,133735,FW
2019-2020,187119,FW
2019-2020,911851,FW
2019-2020,38172,FW
2019-2020,879850,FW
2019-2020,104822,MF
2019-2020,927356,DF
2019-2020,43605,DF
2019-2020,548050,FW
2019-2020,124802,DF
2019-2020,816839,DF
2019-2020,893998,DF
2019-2020,914212,FW
2019-2020,332,FW
2019-2020,14695,Def_MF
2019-2020,934249,MF
2019-2020,861324,MF
2019-2020,862481,DF
2019-2020,925097,DF
2019-2020,147745,FW
2019-2020,41558,FW
2019-2020,830250,DF
2019-2020,40981,Def_MF
2019-2020,10507,DF
2019-2020,123264,MF
2019-2020,155818,FW
2019-2020,124960,MF
2019-2020,849719,FW
2019-2020,939830,FW
2019-2020,826004,MF
2019-2020,115666,DF
2019-2020,148314,FW
2019-2020,858148,DF
2019-2020,129874,DF
2019-2020,851282,DF
2019-2020,54330,MF
2019-2020,122942,Off_MF
2019-2020,106249,FW
2019-2020,18248,MF
2019-2020,96369,FW
2019-2020,865651,Off_MF
2019-2020,352938,FW
2019-2020,991584,Off_MF
2019-2020,47549,DF
2019-2020,586596,FW
2019-2020,153161,DF
2019-2020,866469,MF
2019-2020,248529,FW
2019-2020,287887,DF
2019-2020,914412,DF
2019-2020,291913,DF
2019-2020,4634,MF
2019-2020,794953,DF
2019-2020,146852,FW
2019-2020,942992,DF
2019-2020,844498,MF
2019-2020,921032,FW
2019-2020,308764,FW
2019-2020,123166,MF
2019-2020,72127,FW
2019-2020,331753,FW
2019-2020,917007,FW
2019-2020,358424,Off_MF
2019-2020,914765,MF
2019-2020,979563,DF
2019-2020,807117,DF
2019-2020,18083,DF
2019-2020,885179,Off_MF
2019-2020,930584,Off_MF
2019-2020,2033,FW
2019-2020,826208,Off_MF
2019-2020,345193,DF
2019-2020,824200,FW
2019-2020,807889,Def_MF
2019-2020,331837,FW
2019-2020,591132,Off_MF
2019-2020,41448,Off_MF
2019-2020,25552,DF
2019-2020,944893,DF
2019-2020,138126,DF
2019-2020,984789,DF
2019-2020,794536,Off_MF
2019-2020,85222,DF
2019-2020,293127,DF
2019-2020,60184,Off_MF
2019-2020,39733,FW
2019-2020,187313,MF
2019-2020,146518,FW
2019-2020,814735,DF
2019-2020,361004,FW
2019-2020,43903,Off_MF
2019-2020,345333,DF
2019-2020,16121,Off_MF
2019-2020,340509,FW
2019-2020,836698,DF
2019-2020,353250,DF
2019-2020,75994,DF
2019-2020,930360,MF
2019-2020,874535,Off_MF
2019-2020,311396,Off_MF
2019-2020,581464,FW
2019-2020,255997,Off_MF
2019-2020,22566,MF
2019-2020,895324,Off_MF
2019-2020,139798,Off_MF
2019-2020,989056,MF
2019-2020,818244,FW
2019-2020,33910,Def_MF
2019-2020,941077,DF
2019-2020,76120,DF
2019-2020,70630,DF
2019-2020,591140,FW
2019-2020,945217,DF
2019-2020,31703,Off_MF
2019-2020,881222,FW
2019-2020,1019322,FW
2019-2020,800951,DF
2019-2020,970978,DF
2019-2020,109851,FW
2019-2020,592098,DF
2019-2020,891932,Off_MF
2019-2020,275959,DF
2019-2020,940871,DF
2019-2020,788768,Def_MF
2019-2020,133236,DF
2019-2020,106288,Off_MF
2019-2020,13989,MF
2019-2020,909119,FW
2019-2020,44806,MF
2019-2020,552180,DF
2019-2020,801378,FW
2019-2020,17054,Off_MF
2019-2020,325121,FW
2019-2020,987617,Off_MF
2019-2020,67769,DF
2019-2020,51652,MF
2019-2020,11657,DF
2019-2020,809276,FW
2019-2020,970435,MF
2019-2020,18987,MF
2019-2020,963399,FW
2019-2020,181575,DF
2019-2020,12189,DF
2019-2020,769783,Off_MF
2019-2020,110850,DF
2019-2020,3275,MF
2019-2020,132645,FW
2019-2020,143786,Off_MF
2019-2020,9766,DF
2019-2020,839982,DF
2019-2020,288073,FW
2019-2020,49120,FW
2019-2020,921361,DF
2019-2020,806968,DF
2019-2020,828969,Off_MF
2019-2020,107414,Off_MF
2019-2020,948184,MF
2019-2020,187121,FW
2019-2020,31585,DF
2019-2020,556960,DF
2019-2020,15635,MF
2019-2020,319129,FW
2019-2020,257587,Off_MF
2019-2020,169233,MF
2019-2020,190137,DF
2019-2020,20375,DF
2019-2020,33903,FW
2019-2020,914902,Off_MF
2019-2020,991595,DF
2019-2020,966862,FW
2019-2020,88528,DF
2019-2020,831399,FW
2019-2020,34312,FW
2019-2020,184417,DF
2019-2020,37761,DF
2019-2020,366760,DF
2019-2020,21626,FW
2019-2020,132318,DF
2019-2020,1003007,DF
2019-2020,982615,FW
2019-2020,252313,DF
2019-2020,267621,Off_MF
2019-2020,917087,Off_MF
2019-2020,369546,DF
2019-2020,153974,DF
2019-2020,17597,DF
2019-2020,846356,Off_MF
2019-2020,795268,Off_MF
2019-2020,787352,Off_MF
2019-2020,793323,DF
2019-2020,923803,MF
2019-2020,828239,DF
2019-2020,137667,DF
2019-2020,53770,DF
2019-2020,876842,DF
2019-2020,37126,FW
2019-2020,29773,Off_MF
2019-2020,23666,MF
2019-2020,233826,DF
2019-2020,281277,DF
2019-2020,359664,FW
2019-2020,156401,DF
2019-2020,41302,FW
2019-2020,985923,Off_MF
2019-2020,855830,DF
2019-2020,9692,Off_MF
2019-2020,943713,DF
2019-2020,26404,DF
2019-2020,845137,FW
2019-2020,11692,FW
2019-2020,98454,DF
2019-2020,855731,Off_MF
2019-2020,851222,Off_MF
2019-2020,901842,Off_MF
2019-2020,591588,Off_MF
2019-2020,142104,DF
2019-2020,79853,Off_MF
2019-2020,893640,FW
2019-2020,51299,Off_MF
2019-2020,139235,MF
2019-2020,46707,Off_MF
2019-2020,122921,MF
2019-2020,230766,FW
2019-2020,284361,DF
2019-2020,66518,FW
2019-2020,892624,DF
2019-2020,966837,MF
2019-2020,836693,DF
2019-2020,49518,DF
2019-2020,209374,FW
2019-2020,789984,FW
2019-2020,352736,DF
2019-2020,891793,FW
2019-2020,122573,FW
2019-2020,97409,FW
2019-2020,786305,FW
2019-2020,355072,FW
2019-2020,8843,DF
2019-2020,47568,MF
2019-2020,836706,MF
2019-2020,802850,MF
2019-2020,330675,DF
2019-2020,383406,Off_MF
2019-2020,155449,Off_MF
2019-2020,880525,DF
2019-2020,352544,Off_MF
2019-2020,52663,DF
2019-2020,553488,FW
2019-2020,26315,DF
2019-2020,190859,MF
2019-2020,82474,MF
2019-2020,356024,FW
2019-2020,830858,FW
2019-2020,335887,MF
2019-2020,96649,FW
2019-2020,121180,DF
2019-2020,1010726,FW
2019-2020,792312,MF
2019-2020,886286,DF
2019-2020,341589,MF
2019-2020,910026,Off_MF
2019-2020,922896,FW
2019-2020,41963,DF
2019-2020,96116,DF
2019-2020,794950,FW
2019-2020,859027,MF
2019-2020,826215,DF
2019-2020,863271,DF
2019-2020,31273,FW
2019-2020,839110,MF
2019-2020,992567,Off_MF
2019-2020,791176,DF
2019-2020,802149,FW
2019-2020,826293,DF
2019-2020,129724,FW
2019-2020,988963,MF
2019-2020,74839,DF
2019-2020,793228,DF
2019-2020,51421,FW
2019-2020,70153,DF
2019-2020,37629,MF
2019-2020,801391,Off_MF
2019-2020,603738,DF
2019-2020,914691,DF
2019-2020,904832,MF
2019-2020,176615,FW
2019-2020,317301,MF
2019-2020,845750,MF
2019-2020,11796,DF
2019-2020,74506,DF
2019-2020,97925,DF
2019-2020,282665,Off_MF
2019-2020,333589,DF
2019-2020,826551,MF
2019-2020,8713,FW
2019-2020,862470,FW
2019-2020,21521,FW
2019-2020,122711,MF
2019-2020,22100,DF
2019-2020,32213,DF
2019-2020,280553,FW
2019-2020,157143,FW
2019-2020,888949,DF
2019-2020,96490,Def_MF
2019-2020,40983,DF
2019-2020,355046,DF
2019-2020,49805,Off_MF
2019-2020,355152,Off_MF
2019-2020,138146,Off_MF
2019-2020,801837,FW
2019-2020,842188,MF
2019-2020,941161,FW
2019-2020,14108,DF
2019-2020,865798,DF
2019-2020,355048,DF
2019-2020,827064,Off_MF
2019-2020,156004,MF
2019-2020,885683,DF
2019-2020,182001,Off_MF
2019-2020,826139,FW
2019-2020,18998,FW
2019-2020,858194,FW
2019-2020,830667,MF
2019-2020,15823,MF
2019-2020,158573,DF
2019-2020,343067,MF
2019-2020,865167,DF
2019-2020,32742,DF
2019-2020,168937,DF
2019-2020,186845,MF
2019-2020,9645,DF
2019-2020,107025,FW
2019-2020,580800,DF
2019-2020,757730,Off_MF
2019-2020,553454,DF
2019-2020,846441,MF
2019-2020,143587,Off_MF
2019-2020,187431,Off_MF
2019-2020,48716,DF
2019-2020,785444,FW
2019-2020,892735,DF
2019-2020,35428,FW
2019-2020,840219,FW
2019-2020,37805,Def_MF
2019-2020,922573,FW
2019-2020,921216,FW
2019-2020,192268,MF
2019-2020,931290,MF
2019-2020,937741,DF
2019-2020,294641,FW
2019-2020,148458,FW
2019-2020,941300,DF
2019-2020,116570,Off_MF
2019-2020,822372,MF
2019-2020,111229,FW
2019-2020,42892,DF
2019-2020,136262,Off_MF
2019-2020,869644,DF
2019-2020,84251,MF
2019-2020,2640,Off_MF
2019-2020,913732,DF
2019-2020,17100,DF
2019-2020,851262,FW
2019-2020,326021,Off_MF
2019-2020,190851,FW
2019-2020,102703,MF
2019-2020,828571,DF
2019-2020,906049,FW
2019-2020,893643,FW
2019-2020,826195,DF
2019-2020,4726,Off_MF
2019-2020,914522,Def_MF
2019-2020,163383,DF
2019-2020,812126,Off_MF
2019-2020,901891,FW
2019-2020,2022918,MF
2019-2020,17799,MF
2019-2020,142680,MF
2019-2020,361788,DF
2019-2020,106572,FW
2019-2020,139273,DF
2019-2020,846471,DF
2019-2020,288321,DF
2019-2020,56601,FW
2019-2020,118982,FW
2019-2020,4370,MF
2019-2020,871765,MF
2019-2020,39623,DF
2019-2020,142613,MF
2019-2020,22337,DF
2019-2020,24818,DF
2019-2020,40326,FW
2019-2020,823085,DF
2019-2020,51501,DF
2019-2020,361798,FW
2019-2020,841854,FW
2019-2020,257153,MF
2019-2020,189127,FW
2019-2020,69295,DF
2019-2020,858705,MF
2019-2020,108412,DF
2019-2020,44823,Off_MF
2019-2020,866810,DF
2019-2020,39015,DF
2019-2020,190399,FW
2019-2020,125625,DF
2019-2020,328109,Def_MF
2019-2020,255873,Off_MF
2019-2020,255241,DF
2019-2020,136935,DF
2019-2020,294313,Off_MF
2019-2020,246319,MF
2019-2020,852145,FW
2019-2020,794937,MF
2019-2020,913654,DF
2019-2020,966801,Off_MF
2019-2020,235672,FW
2019-2020,24601,FW
2019-2020,284363,FW
2019-2020,886363,FW
2019-2020,129927,FW
2019-2020,789071,Off_MF
2019-2020,37752,DF
2019-2020,152390,Off_MF
2019-2020,368120,MF
2019-2020,73951,FW
2019-2020,822708,MF
2019-2020,28367,Off_MF
2019-2020,156566,DF
2019-2020,888537,FW
2019-2020,944142,Off_MF
2019-2020,3226,MF
2019-2020,257205,Off_MF
2019-2020,215956,DF
2019-2020,114379,FW
2019-2020,126699,FW
2019-2020,877978,DF
2019-2020,48022,FW
2019-2020,183249,DF
2019-2020,285989,DF
2019-2020,36949,DF
2019-2020,46972,FW
2019-2020,257421,MF
2019-2020,1262,DF
2019-2020,88859,DF
2019-2020,15857,MF
2019-2020,39480,DF
2019-2020,352966,FW
2019-2020,826202,DF
2019-2020,55119,Off_MF
2019-2020,855829,DF
2019-2020,794269,MF
2019-2020,295133,DF
2019-2020,31814,MF
2019-2020,114157,Off_MF
2019-2020,105176,FW
2019-2020,824130,FW
2019-2020,876214,DF
2019-2020,20097,FW
2019-2020,13270,MF
2019-2020,332257,FW
2019-2020,47908,FW
2019-2020,358394,MF
2019-2020,142208,DF
2019-2020,89510,Off_MF
2019-2020,587074,DF
2019-2020,105951,DF
2019-2020,87223,DF
2019-2020,845271,DF
2019-2020,363774,DF
2019-2020,51321,DF
2019-2020,26231,FW
2019-2020,255389,MF
2019-2020,799195,DF
2019-2020,365772,MF
2019-2020,349568,Off_MF
2019-2020,333243,DF
2019-2020,58488,FW
2019-2020,229722,FW
2019-2020,33902,FW
2019-2020,328035,DF
2019-2020,41008,Off_MF
2019-2020,32664,DF
2019-2020,123228,Off_MF
2019-2020,169255,MF
2019-2020,840451,FW
2019-2020,143593,DF
2019-2020,111483,FW
2019-2020,66477,MF
2019-2020,40677,DF
2019-2020,139410,DF
2019-2020,21600,DF
2019-2020,894733,MF
2019-2020,795044,FW
2019-2020,39009,MF
2019-2020,363042,DF
2019-2020,340525,DF
2019-2020,41653,DF
2019-2020,827804,Off_MF
2019-2020,255239,Off_MF
2019-2020,169113,FW
2019-2020,280453,FW
2019-2020,232118,FW
2019-2020,74201,DF
2019-2020,158235,DF
2019-2020,547242,DF
2019-2020,835601,FW
2019-2020,100568,DF
2019-2020,16710,DF
2019-2020,373740,DF
2019-2020,136924,DF
2019-2020,888550,Off_MF
2019-2020,875293,DF
2019-2020,317699,FW
2019-2020,3574,MF
2019-2020,135775,DF
2019-2020,357756,DF
2019-2020,867442,FW
2019-2020,175415,Off_MF
2019-2020,74139,FW
2019-2020,47737,Off_MF
2019-2020,966295,FW
2019-2020,40323,DF
2019-2020,758876,FW
2019-2020,47171,FW
2019-2020,974087,MF
2019-2020,146218,Off_MF
2019-2020,221738,Off_MF
2019-2020,869413,Off_MF
2019-2020,802665,FW
2019-2020,849573,FW
2019-2020,131815,DF
2019-2020,312388,Off_MF
2019-2020,155802,Def_MF
2019-2020,232224,MF
2019-2020,825750,FW
2019-2020,319857,DF
2019-2020,287943,FW
2019-2020,137978,MF
2019-2020,188269,Off_MF
2019-2020,16586,DF
2019-2020,833057,MF
2019-2020,123977,FW
2019-2020,354558,Off_MF
2019-2020,609226,FW
2019-2020,916041,MF
2019-2020,859765,FW
2019-2020,153220,FW
2019-2020,848458,FW
2019-2020,377206,DF
2019-2020,96536,FW
2019-2020,865740,DF
2019-2020,111803,DF
2019-2020,812946,FW
2019-2020,552884,FW
2019-2020,1023080,DF
2019-2020,352370,DF
2019-2020,126733,Def_MF
2019-2020,34120,FW
2019-2020,818413,DF
2019-2020,96366,FW
2019-2020,138546,DF
2019-2020,253993,MF
2019-2020,816810,FW
2019-2020,191182,Off_MF
2019-2020,98003,MF
2019-2020,167855,Off_MF
2019-2020,847467,DF
2019-2020,869910,Off_MF
2019-2020,143871,DF
2019-2020,230050,DF
2019-2020,227866,DF
2019-2020,518,MF
2019-2020,98450,MF
2019-2020,21134,DF
2019-2020,19373,MF
2019-2020,205508,Off_MF
2019-2020,609752,MF
2019-2020,791,MF
2019-2020,174975,DF
2019-2020,314040,DF
2019-2020,906800,MF
2019-2020,879349,FW
2019-2020,891931,MF
2019-2020,98197,MF
2019-2020,14376,FW
2019-2020,267619,DF
2019-2020,825088,FW
2019-2020,47625,MF
2019-2020,793167,Off_MF
2019-2020,126236,Off_MF
2019-2020,814589,DF
2019-2020,96547,DF
2019-2020,108538,FW
2019-2020,880775,FW
2019-2020,188355,DF
2019-2020,800419,MF
2019-2020,138156,MF
2019-2020,877102,DF
2019-2020,362222,DF
2019-2020,359642,FW
2019-2020,187437,FW
2019-2020,16674,FW
2019-2020,132852,MF
2019-2020,576382,FW
2019-2020,15152,DF
2019-2020,46432,Off_MF
2019-2020,826841,DF
2019-2020,31517,MF
2019-2020,249629,Off_MF
2019-2020,148566,FW
2019-2020,966441,DF
2019-2020,361342,MF
2019-2020,826205,DF
2019-2020,804619,DF
2019-2020,802138,MF
2019-2020,41668,DF
2019-2020,366592,DF
2019-2020,795128,DF
2019-2020,41116,Off_MF
2019-2020,798002,MF
2019-2020,941168,DF
2019-2020,350358,MF
2019-2020,39070,FW
2019-2020,842931,FW
2019-2020,152420,DF
2019-2020,2951,DF
2019-2020,609706,DF
2019-2020,27009,MF
2019-2020,894238,FW
2019-2020,327429,DF
2019-2020,927368,DF
2019-2020,235400,DF
2019-2020,347494,DF
2019-2020,945062,MF
2019-2020,845486,MF
2019-2020,137053,DF
2019-2020,33901,DF
2019-2020,827681,DF
2019-2020,914835,DF
2019-2020,830551,DF
2019-2020,116952,Off_MF
2019-2020,138833,FW
2019-2020,910536,FW
2019-2020,237068,MF
2019-2020,150396,DF
2019-2020,859024,MF
2019-2020,822519,DF
2019-2020,796723,FW
2019-2020,155997,DF
2019-2020,385320,FW
2019-2020,16779,DF
2019-2020,152082,DF
2019-2020,962883,FW
2019-2020,349224,DF
2019-2020,156009,MF
2019-2020,37313,DF
2019-2020,32787,DF
2019-2020,148710,FW
2019-2020,799041,MF
2019-2020,857205,DF
2019-2020,845084,FW
2019-2020,807400,MF
2019-2020,190917,Off_MF
2019-2020,23571,Off_MF
2019-2020,20514,FW
2019-2020,796987,Off_MF
2019-2020,100408,DF
2019-2020,848276,FW
2019-2020,243175,DF
2019-2020,328519,DF
2019-2020,583838,DF
2019-2020,883262,DF
2019-2020,113700,DF
2019-2020,839956,FW
2019-2020,253517,Off_MF
2019-2020,190877,DF
2019-2020,579576,DF
2019-2020,138387,FW
2019-2020,158583,DF
2019-2020,862194,MF
2019-2020,27583,FW
2019-2020,857179,MF
2019-2020,844234,MF
2019-2020,99104,MF
2019-2020,320979,FW
2019-2020,41310,MF
2019-2020,928672,DF
2019-2020,263505,MF
2019-2020,15354,FW
2019-2020,808590,FW
2019-2020,30243,DF
2019-2020,286103,FW
2019-2020,541574,DF
2019-2020,848355,DF
2019-2020,149734,DF
2019-2020,105734,Off_MF
2019-2020,215246,MF
2019-2020,354510,FW
2019-2020,227942,DF
2019-2020,787827,DF
2019-2020,98435,Off_MF
2019-2020,839981,Off_MF
2019-2020,225092,DF
2019-2020,48660,DF
2019-2020,11654,MF
2019-2020,831424,DF
2019-2020,859025,MF
2019-2020,352802,MF
2019-2020,773409,FW
2019-2020,861317,Off_MF
2019-2020,168801,FW
2019-2020,594426,DF
2019-2020,151138,DF
2019-2020,116623,MF
2019-2020,330063,DF
2019-2020,152077,DF
2019-2020,204790,MF
2019-2020,818440,FW
2019-2020,151960,Off_MF
2019-2020,143398,DF
2019-2020,129916,MF
2019-2020,218298,MF
2019-2020,135647,MF
2019-2020,838232,MF
2019-2020,596736,DF
2019-2020,795004,MF
2019-2020,21931,FW
