Player,Squad,Comp,Pos,Season,90s,Succ_Per90,Cmp%,PrgC_Per90,PrgR_Per90,TB_Per90,Gls_Per90,Ast_Per90,xG_Per90,xAG_Per90,SoT_Per90,SCA_Per90,KP_Per90,TklW_Per90,Int_Per90,Blocks_Per90,Clr_Per90,Recov_Per90,Carries_Per90
Jota,Valladolid,es La Liga,"MF,FW",2020-2021,7.4,2.162,69.7,2.703,6.757,0.135,0.135,0.0,0.203,0.054,0.811,2.162,0.27,0.405,0.811,0.541,0.676,5.676,24.189
Jota,Alavés,es La Liga,MF,2020-2021,15.5,1.097,70.7,1.806,2.516,0.194,0.0,0.129,0.052,0.181,0.129,1.935,1.097,0.903,0.581,0.774,0.581,5.355,25.548
Diogo Jota,Liverpool,eng Premier League,FW,2020-2021,12.4,1.694,71.5,4.355,10.081,0.081,0.726,0.0,0.516,0.129,2.097,2.984,0.968,0.484,0.403,0.726,0.242,4.274,34.274
Stevan Jovetić,Monaco,fr Ligue 1,"FW,MF",2020-2021,8.9,1.685,65.7,3.371,8.989,0.0,0.674,0.0,0.618,0.067,2.247,4.045,1.236,0.449,0.337,0.112,0.337,5.056,32.472
Luka Jović,Real Madrid,es La Liga,FW,2020-2021,1.7,1.176,82.5,1.176,2.353,0.0,0.0,0.0,0.529,0.059,0.588,2.353,1.176,0.0,0.0,0.0,0.0,0.588,14.118
Luka Jović,Eint Frankfurt,de Bundesliga,FW,2020-2021,9.9,1.414,77.9,1.515,6.263,0.202,0.404,0.101,0.293,0.071,0.606,1.818,0.505,0.0,0.101,0.303,0.707,2.929,24.545
Juanmi,Betis,es La Liga,"FW,MF",2020-2021,6.7,0.746,77.9,0.896,5.075,0.0,0.299,0.0,0.358,0.015,0.746,1.045,0.299,1.343,0.299,0.597,0.597,3.134,18.209
Hamed Junior Traorè,Sassuolo,it Serie A,"MF,FW",2020-2021,19.9,2.613,74.7,2.261,6.03,0.05,0.251,0.101,0.206,0.176,0.704,3.769,1.759,0.854,0.905,1.357,0.452,3.869,30.955
Vinicius Júnior,Real Madrid,es La Liga,FW,2020-2021,21.9,2.009,82.6,5.799,12.922,0.091,0.137,0.137,0.297,0.219,0.594,3.333,1.507,1.005,0.32,1.279,0.183,4.155,37.306
James Justin,Leicester City,eng Premier League,DF,2020-2021,23.0,0.783,78.0,2.783,5.87,0.0,0.087,0.043,0.096,0.087,0.13,2.652,0.826,1.609,1.304,1.565,2.522,4.478,32.13
Musa Juwara,Bologna,it Serie A,"MF,DF",2020-2021,0.5,4.0,67.7,6.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0,4.0,50.0
Jens Jønsson,Cádiz,es La Liga,MF,2020-2021,29.1,0.515,75.6,0.412,0.447,0.034,0.0,0.0,0.031,0.058,0.069,1.271,0.412,0.997,1.753,1.34,1.546,4.914,13.23
Ozan Kabak,Liverpool,eng Premier League,DF,2020-2021,8.9,0.337,88.4,0.337,0.112,0.0,0.0,0.0,0.011,0.0,0.0,0.337,0.112,1.124,1.348,0.225,3.146,6.067,49.775
Ozan Kabak,Schalke 04,de Bundesliga,DF,2020-2021,13.8,1.304,87.8,0.652,0.072,0.072,0.0,0.0,0.072,0.022,0.0,1.014,0.29,0.652,0.942,1.449,4.13,5.725,38.986
Abdoul Kader Bamba,Nantes,fr Ligue 1,"FW,MF",2020-2021,10.2,2.647,75.1,4.02,9.412,0.098,0.294,0.098,0.235,0.127,0.588,4.412,2.255,0.294,0.686,0.98,0.392,6.961,38.137
Pavel Kadeřábek,Hoffenheim,de Bundesliga,"DF,FW",2020-2021,17.6,0.284,72.4,2.159,8.466,0.0,0.0,0.227,0.062,0.159,0.227,2.102,1.25,0.682,1.023,0.682,1.761,3.011,30.0
Tino Kadewere,Lyon,fr Ligue 1,FW,2020-2021,22.3,1.3,72.1,1.614,8.341,0.09,0.448,0.135,0.444,0.152,1.031,3.094,0.897,0.987,0.942,0.717,1.39,5.157,24.888
Damian Kądzior,Eibar,es La Liga,"FW,MF",2020-2021,2.2,1.364,57.9,0.455,7.273,0.0,0.0,0.0,0.091,0.0,0.455,1.818,0.455,0.0,0.0,0.455,0.0,4.091,19.091
Florian Kainz,Köln,de Bundesliga,"MF,FW",2020-2021,5.0,1.0,66.8,2.0,5.4,0.0,0.2,0.0,0.1,0.3,0.6,4.0,2.0,0.4,0.6,1.4,0.6,6.6,30.0
Gaël Kakuta,Lens,fr Ligue 1,"MF,FW",2020-2021,26.6,1.955,70.8,1.805,4.624,0.301,0.414,0.188,0.417,0.248,0.301,3.496,1.88,0.865,0.639,0.902,0.15,4.85,32.03
Sasa Kalajdzic,Stuttgart,de Bundesliga,FW,2020-2021,23.7,0.633,68.0,0.759,7.004,0.127,0.675,0.211,0.439,0.156,1.224,2.194,1.097,0.506,0.38,0.422,0.886,2.574,19.156
Arnaud Kalimuendo,Paris S-G,fr Ligue 1,FW,2020-2021,0.8,3.75,90.0,1.25,13.75,0.0,0.0,0.0,0.25,0.0,1.25,3.75,1.25,0.0,0.0,0.0,0.0,0.0,22.5
Arnaud Kalimuendo,Lens,fr Ligue 1,"FW,MF",2020-2021,13.5,1.704,76.3,3.037,8.963,0.0,0.519,0.222,0.43,0.185,1.259,3.037,1.111,0.148,0.148,0.815,0.148,2.222,23.333
Nikola Kalinić,Hellas Verona,it Serie A,FW,2020-2021,11.8,0.424,68.9,0.593,6.525,0.0,0.169,0.0,0.347,0.034,0.593,1.441,0.593,0.085,0.085,0.508,0.593,1.864,17.966
Yayah Kallon,Genoa,it Serie A,FW,2020-2021,0.5,2.0,77.8,6.0,4.0,0.0,0.0,0.0,0.2,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,22.0
Samuel Kalu,Bordeaux,fr Ligue 1,"FW,MF",2020-2021,10.7,3.364,71.8,3.178,7.477,0.0,0.374,0.093,0.168,0.056,0.748,2.15,0.935,1.121,0.841,1.308,0.187,5.701,30.841
Pierre Kalulu,Milan,it Serie A,DF,2020-2021,8.1,0.37,85.1,2.222,3.457,0.0,0.123,0.123,0.111,0.086,0.123,1.111,0.741,1.728,2.346,1.111,2.469,6.296,43.457
Daichi Kamada,Eint Frankfurt,de Bundesliga,MF,2020-2021,26.2,1.26,72.9,2.405,8.015,0.267,0.191,0.458,0.214,0.286,0.42,4.275,2.137,1.069,0.534,0.687,0.84,4.809,25.267
Aboubakar Kamara,Fulham,eng Premier League,"FW,MF",2020-2021,3.5,1.143,67.7,3.143,8.571,0.0,0.0,0.0,0.143,0.086,0.571,2.571,1.714,0.571,0.286,1.714,0.0,5.429,30.571
Aboubakar Kamara,Dijon,fr Ligue 1,"FW,MF",2020-2021,6.2,1.29,71.2,1.613,5.968,0.0,0.161,0.0,0.194,0.129,0.484,3.065,1.129,0.161,0.0,0.161,0.323,1.935,22.581
Boubacar Kamara,Marseille,fr Ligue 1,MF,2020-2021,32.2,1.056,86.4,1.273,1.366,0.0,0.0,0.062,0.025,0.043,0.217,1.988,0.807,1.584,1.056,1.118,1.584,6.553,44.068
Hassane Kamara,Nice,fr Ligue 1,"DF,FW",2020-2021,32.9,1.094,81.0,3.374,6.505,0.03,0.061,0.03,0.043,0.076,0.122,1.793,0.851,1.185,1.672,1.185,1.854,5.41,42.219
Marcin Kamiński,Stuttgart,de Bundesliga,DF,2020-2021,2.4,0.0,87.5,2.083,2.083,0.0,0.0,0.0,0.0,0.125,0.0,3.333,0.833,0.417,0.417,0.833,4.167,4.167,61.25
Kevin Kampl,RB Leipzig,de Bundesliga,MF,2020-2021,21.5,0.791,89.4,1.163,1.116,0.093,0.0,0.047,0.051,0.074,0.047,2.465,0.698,1.209,1.349,0.93,0.651,7.814,42.605
Harry Kane,Tottenham,eng Premier League,FW,2020-2021,34.2,1.52,67.6,2.193,5.409,0.175,0.673,0.409,0.588,0.208,1.374,3.713,1.433,0.351,0.322,0.819,1.17,2.602,23.655
Lee Kang-in,Valencia,es La Liga,"FW,MF",2020-2021,14.0,2.714,80.8,2.571,2.929,0.357,0.0,0.286,0.079,0.179,0.5,3.786,1.571,0.786,0.143,0.857,0.0,4.214,30.571
Wilfried Kanga,Angers,fr Ligue 1,FW,2020-2021,1.5,0.0,75.0,1.333,5.333,0.0,0.0,0.0,0.133,0.0,0.667,0.0,0.0,0.0,0.0,0.667,1.333,0.0,13.333
N'Golo Kanté,Chelsea,eng Premier League,MF,2020-2021,23.8,1.092,85.9,1.597,1.639,0.0,0.0,0.084,0.025,0.055,0.126,2.101,0.924,1.765,2.479,1.765,1.429,8.151,41.261
Yann Karamoh,Parma,it Serie A,"FW,MF",2020-2021,14.4,2.639,75.5,3.125,8.056,0.139,0.139,0.069,0.292,0.125,0.694,2.708,1.042,1.181,0.278,0.417,0.764,4.792,24.167
Atakan Karazor,Stuttgart,de Bundesliga,"DF,MF",2020-2021,11.5,0.609,86.1,0.348,0.522,0.0,0.0,0.0,0.009,0.009,0.087,0.609,0.174,1.043,1.826,1.565,4.348,6.609,39.217
Rick Karsdorp,Roma,it Serie A,DF,2020-2021,28.3,0.636,82.4,1.131,5.3,0.071,0.035,0.212,0.035,0.18,0.141,1.519,0.848,0.813,1.06,0.636,1.131,4.982,26.042
Silas Katompa,Stuttgart,de Bundesliga,"DF,FW",2020-2021,21.3,2.254,66.7,3.474,7.746,0.094,0.516,0.188,0.343,0.207,0.704,2.817,1.08,1.362,1.033,1.362,0.516,5.915,22.019
Noah Katterbach,Köln,de Bundesliga,"DF,MF",2020-2021,12.3,1.545,77.0,2.195,3.821,0.0,0.0,0.0,0.024,0.089,0.163,2.276,0.813,0.894,1.87,0.569,1.789,6.585,37.48
Moise Kean,Paris S-G,fr Ligue 1,FW,2020-2021,18.9,1.429,77.6,1.64,5.503,0.0,0.688,0.0,0.54,0.048,1.27,1.217,0.423,0.423,0.423,0.37,0.529,2.434,14.709
Michael Keane,Everton,eng Premier League,DF,2020-2021,33.2,0.12,87.0,0.422,0.09,0.0,0.09,0.03,0.045,0.033,0.181,0.783,0.211,0.452,1.536,1.386,4.849,3.765,40.151
Neeskens Kebano,Fulham,eng Premier League,"FW,MF",2020-2021,1.3,2.308,74.4,5.385,11.538,0.0,0.0,0.0,0.231,0.0,0.0,2.308,0.769,0.0,0.0,2.308,0.0,7.692,34.615
Thilo Kehrer,Paris S-G,fr Ligue 1,DF,2020-2021,18.0,0.167,92.0,0.5,1.167,0.0,0.0,0.0,0.044,0.039,0.0,0.667,0.167,1.444,0.833,0.889,2.056,5.889,47.833
Naby Keïta,Liverpool,eng Premier League,MF,2020-2021,5.8,1.379,87.3,3.103,3.276,0.172,0.0,0.0,0.069,0.103,0.345,3.621,1.034,0.862,1.552,1.724,1.034,6.034,48.103
Yannik Keitel,Freiburg,de Bundesliga,MF,2020-2021,5.5,0.545,76.7,0.182,1.818,0.0,0.0,0.0,0.055,0.018,0.182,1.091,0.545,1.455,1.818,1.636,1.455,6.0,23.273
Marc-Oliver Kempf,Stuttgart,de Bundesliga,DF,2020-2021,30.3,0.594,81.4,1.683,0.429,0.0,0.066,0.033,0.036,0.017,0.198,1.221,0.33,0.858,2.244,1.32,3.399,6.832,38.977
Kenedy,Granada,es La Liga,"FW,MF",2020-2021,16.3,2.27,63.2,1.84,3.62,0.123,0.245,0.184,0.123,0.166,0.675,2.393,1.043,0.736,1.595,1.288,0.92,5.215,18.528
Jonjoe Kenny,Everton,eng Premier League,DF,2020-2021,0.9,0.0,79.7,2.222,7.778,0.0,0.0,0.0,0.0,0.0,0.0,1.111,0.0,1.111,1.111,0.0,3.333,0.0,30.0
Franck Kessié,Milan,it Serie A,MF,2020-2021,35.8,1.201,88.1,1.788,1.592,0.0,0.363,0.112,0.391,0.081,0.223,2.374,0.866,0.838,1.285,1.313,1.425,7.514,39.832
Saîf-Eddine Khaoui,Marseille,fr Ligue 1,"FW,DF",2020-2021,6.7,1.343,68.6,1.045,5.821,0.0,0.299,0.149,0.134,0.075,0.896,1.642,0.746,1.642,1.791,1.194,0.149,6.269,27.164
Wahbi Khazri,Saint-Étienne,fr Ligue 1,FW,2020-2021,13.1,1.985,67.6,2.748,4.885,0.0,0.534,0.076,0.366,0.115,0.763,3.13,1.527,1.145,0.305,0.763,0.84,4.427,28.473
Rani Khedira,Augsburg,de Bundesliga,MF,2020-2021,20.2,0.099,70.7,0.446,0.743,0.0,0.05,0.0,0.054,0.01,0.198,0.792,0.297,0.495,1.535,0.693,2.327,4.059,17.624
Sami Khedira,Hertha BSC,de Bundesliga,MF,2020-2021,4.4,0.455,82.0,0.682,1.591,0.0,0.0,0.227,0.0,0.25,0.0,1.364,0.682,1.364,2.045,0.909,1.591,5.909,29.318
Kiké,Eibar,es La Liga,FW,2020-2021,34.3,1.05,64.9,1.05,7.201,0.0,0.35,0.058,0.315,0.061,0.991,2.128,0.787,0.525,0.204,0.7,0.845,3.732,22.478
Luca Kilian,Mainz 05,de Bundesliga,DF,2020-2021,4.2,0.0,87.3,0.476,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.238,0.238,1.667,3.095,0.714,2.857,4.048,37.857
Max Kilman,Wolves,eng Premier League,DF,2020-2021,14.6,0.479,87.7,0.753,0.137,0.0,0.0,0.068,0.055,0.034,0.137,0.548,0.342,0.959,1.301,1.164,3.151,4.384,37.671
Joshua Kimmich,Bayern Munich,de Bundesliga,MF,2020-2021,24.4,1.189,83.4,2.213,2.705,0.287,0.164,0.41,0.094,0.275,0.574,5.164,2.705,1.148,1.475,1.025,0.779,8.402,57.418
Presnel Kimpembe,Paris S-G,fr Ligue 1,DF,2020-2021,25.6,0.352,94.9,0.508,0.039,0.0,0.0,0.0,0.012,0.016,0.039,0.742,0.156,1.094,1.172,0.742,2.383,6.367,56.445
Joshua King,Everton,eng Premier League,"MF,FW",2020-2021,1.6,2.5,64.0,5.625,12.5,0.0,0.0,0.0,0.375,0.0,0.625,1.25,0.0,0.625,0.625,1.875,0.625,6.25,28.125
Simon Kjær,Milan,it Serie A,DF,2020-2021,26.6,0.0,87.5,0.301,0.038,0.038,0.0,0.075,0.06,0.045,0.075,0.602,0.263,0.977,1.579,1.579,4.699,4.737,36.165
Davy Klaassen,Werder Bremen,de Bundesliga,MF,2020-2021,2.5,0.4,65.6,0.4,0.8,0.0,0.0,0.0,0.04,0.04,0.0,1.6,0.4,0.4,1.2,2.0,1.6,5.2,12.0
Felix Klaus,Wolfsburg,de Bundesliga,"DF,MF",2020-2021,1.5,0.0,83.3,1.333,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.667,1.333,2.667,2.667,2.667,30.0
Klauss,Hoffenheim,de Bundesliga,"MF,FW",2020-2021,0.6,0.0,90.9,1.667,5.0,0.0,0.0,0.0,0.167,0.167,1.667,3.333,3.333,0.0,0.0,0.0,0.0,0.0,13.333
Ragnar Klavan,Cagliari,it Serie A,DF,2020-2021,8.6,0.0,85.3,0.233,0.233,0.0,0.0,0.0,0.047,0.012,0.116,0.349,0.116,1.047,0.93,1.047,3.953,4.535,28.953
Philipp Klement,Stuttgart,de Bundesliga,"MF,FW",2020-2021,4.7,1.277,78.6,2.766,5.532,0.0,0.213,0.426,0.064,0.34,0.638,6.17,3.83,0.638,1.277,1.915,1.489,6.383,46.596
Mateusz Klich,Leeds United,eng Premier League,MF,2020-2021,26.6,0.489,79.5,2.632,5.714,0.038,0.15,0.188,0.113,0.128,0.338,4.023,1.654,0.752,0.414,0.489,0.602,6.128,38.008
Mateo Klimowicz,Stuttgart,de Bundesliga,"MF,FW",2020-2021,13.3,1.654,75.8,2.632,5.564,0.075,0.075,0.075,0.226,0.075,0.752,2.857,1.203,1.128,0.15,0.376,0.15,2.932,23.835
Fabian Klos,Arminia,de Bundesliga,FW,2020-2021,30.1,0.266,53.1,0.797,4.684,0.1,0.166,0.066,0.262,0.159,0.631,2.259,1.063,0.432,0.133,0.664,0.963,2.292,18.306
Lukas Klostermann,RB Leipzig,de Bundesliga,DF,2020-2021,16.1,0.373,86.8,0.807,1.429,0.0,0.062,0.0,0.05,0.05,0.124,1.491,0.311,1.18,1.118,0.994,2.733,6.957,47.578
Justin Kluivert,RB Leipzig,de Bundesliga,"FW,MF",2020-2021,9.0,2.444,68.7,4.667,12.0,0.111,0.333,0.111,0.4,0.111,0.778,3.111,1.333,0.111,0.556,0.444,0.333,3.111,25.778
Lukas Klünter,Hertha BSC,de Bundesliga,DF,2020-2021,11.0,0.636,76.4,1.273,1.364,0.0,0.0,0.0,0.0,0.027,0.0,0.909,0.273,0.455,1.0,0.273,2.636,6.636,31.0
Ansgar Knauff,Dortmund,de Bundesliga,"MF,FW",2020-2021,0.8,7.5,66.7,11.25,8.75,0.0,1.25,1.25,0.125,1.375,1.25,10.0,5.0,0.0,0.0,3.75,0.0,1.25,35.0
Robin Knoche,Union Berlin,de Bundesliga,DF,2020-2021,33.8,0.237,84.0,0.473,0.059,0.0,0.03,0.0,0.038,0.006,0.118,0.68,0.118,0.858,1.45,1.272,3.491,7.189,40.385
Robin Koch,Leeds United,eng Premier League,"DF,MF",2020-2021,12.6,0.317,85.9,0.635,0.238,0.0,0.0,0.0,0.056,0.008,0.079,0.873,0.317,1.27,2.143,1.429,2.698,6.032,43.571
Kenan Kodro,Valladolid,es La Liga,"FW,MF",2020-2021,5.1,0.784,65.0,0.784,2.941,0.0,0.0,0.0,0.255,0.039,0.196,1.176,0.784,0.0,0.392,0.392,1.176,1.373,17.647
Kenan Kodro,Athletic Club,es La Liga,"FW,MF",2020-2021,0.5,2.0,77.8,2.0,4.0,0.0,2.0,0.0,1.6,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Dominik Kohr,Mainz 05,de Bundesliga,MF,2020-2021,14.1,0.284,72.7,1.206,1.773,0.071,0.071,0.071,0.064,0.05,0.213,1.844,0.496,2.199,1.915,1.277,1.064,7.447,21.489
Dominik Kohr,Eint Frankfurt,de Bundesliga,"MF,DF",2020-2021,2.9,1.034,76.2,2.069,4.138,0.0,0.0,0.0,0.345,0.0,0.0,1.724,0.345,2.414,3.103,1.724,3.103,6.552,29.31
Koke,Atlético Madrid,es La Liga,MF,2020-2021,33.6,0.774,87.7,1.161,1.25,0.119,0.03,0.06,0.06,0.092,0.208,2.351,1.131,1.25,1.071,1.042,1.19,6.607,46.101
Aleksandr Kokorin,Fiorentina,it Serie A,"FW,MF",2020-2021,1.0,0.0,83.9,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,20.0
Aleksandar Kolarov,Inter,it Serie A,DF,2020-2021,4.3,0.0,84.7,3.256,2.093,0.0,0.0,0.233,0.023,0.256,0.465,3.488,1.395,0.93,1.628,0.465,1.86,6.977,58.14
Sead Kolašinac,Arsenal,eng Premier League,DF,2020-2021,1.0,0.0,85.1,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,31.0
Sead Kolašinac,Schalke 04,de Bundesliga,"DF,MF",2020-2021,15.8,0.949,79.0,2.089,3.861,0.0,0.063,0.063,0.019,0.089,0.063,1.392,0.823,1.076,1.266,1.076,1.076,6.582,27.785
Randal Kolo Muani,Nantes,fr Ligue 1,FW,2020-2021,33.7,1.484,65.2,2.582,6.053,0.059,0.267,0.119,0.282,0.205,0.742,2.7,1.128,0.415,0.237,0.445,0.772,3.412,17.745
Timothée Kolodziejczak,Saint-Étienne,fr Ligue 1,DF,2020-2021,22.6,0.088,82.4,0.531,0.221,0.088,0.0,0.0,0.035,0.018,0.088,0.708,0.133,0.664,1.593,1.062,3.54,6.593,38.496
Ghislain Konan,Reims,fr Ligue 1,DF,2020-2021,29.0,1.483,78.5,3.655,4.379,0.0,0.069,0.034,0.01,0.038,0.138,1.483,0.621,1.103,1.034,0.862,2.31,6.0,31.345
Ibrahima Konaté,RB Leipzig,de Bundesliga,DF,2020-2021,7.7,1.039,85.6,0.779,0.13,0.0,0.13,0.0,0.091,0.0,0.26,0.26,0.0,0.519,1.039,0.779,3.117,6.494,54.416
Moussa Konaté,Dijon,fr Ligue 1,FW,2020-2021,13.3,0.376,72.8,0.752,5.414,0.0,0.376,0.075,0.391,0.03,0.602,1.579,0.526,0.226,0.376,0.301,0.602,1.429,17.97
Geoffrey Kondogbia,Atlético Madrid,es La Liga,MF,2020-2021,6.8,1.471,84.6,2.059,0.588,0.147,0.0,0.0,0.029,0.059,0.294,1.765,0.588,2.941,1.618,1.618,1.176,8.971,38.235
Geoffrey Kondogbia,Valencia,es La Liga,MF,2020-2021,4.9,2.245,83.9,1.02,0.204,0.0,0.0,0.0,0.02,0.0,0.408,1.02,0.0,1.837,1.633,1.224,1.633,8.571,25.714
Lamine Koné,Strasbourg,fr Ligue 1,DF,2020-2021,11.6,0.0,80.4,0.862,0.172,0.0,0.086,0.0,0.069,0.0,0.086,0.603,0.086,0.517,1.293,0.345,3.103,4.914,28.448
Moussa Koné,Nîmes,fr Ligue 1,FW,2020-2021,19.5,1.385,76.3,1.128,4.359,0.0,0.462,0.0,0.328,0.051,0.821,1.231,0.564,0.308,0.103,0.359,0.359,2.154,14.821
Youssouf Koné,Elche,es La Liga,"DF,MF",2020-2021,0.8,1.25,82.8,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.25
Terence Kongolo,Fulham,eng Premier League,DF,2020-2021,1.0,0.0,82.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0,14.0
Ezri Konsa,Aston Villa,eng Premier League,DF,2020-2021,35.5,0.169,84.4,0.085,0.141,0.0,0.056,0.0,0.068,0.003,0.197,0.197,0.056,0.366,0.817,1.493,4.563,4.394,24.0
Laurent Koscielny,Bordeaux,fr Ligue 1,DF,2020-2021,24.6,0.081,89.9,0.041,0.122,0.041,0.0,0.081,0.065,0.045,0.041,0.894,0.285,0.691,2.195,1.789,4.675,5.569,39.756
Filip Kostić,Eint Frankfurt,de Bundesliga,DF,2020-2021,28.2,0.851,61.0,4.397,10.213,0.0,0.142,0.496,0.156,0.454,0.745,4.397,3.156,1.099,0.922,1.525,0.993,5.78,35.496
Márk Kosznovszky,Parma,it Serie A,MF,2020-2021,1.0,0.0,94.9,2.0,3.0,0.0,0.0,0.0,0.3,0.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,3.0,24.0
Christian Kouamé,Fiorentina,it Serie A,FW,2020-2021,11.1,1.441,71.8,1.081,7.748,0.09,0.09,0.09,0.288,0.108,0.541,1.712,1.081,0.36,0.45,0.811,0.36,2.793,23.243
Kalidou Koulibaly,Napoli,it Serie A,DF,2020-2021,24.5,0.776,88.2,0.898,0.245,0.041,0.0,0.0,0.041,0.008,0.082,0.694,0.204,0.98,1.184,1.878,2.612,7.02,53.306
Jules Koundé,Sevilla,es La Liga,DF,2020-2021,33.1,0.906,89.1,1.36,0.785,0.0,0.06,0.03,0.06,0.027,0.181,0.997,0.302,0.453,1.208,0.725,3.142,5.619,52.477
Boubakar Kouyaté,Metz,fr Ligue 1,DF,2020-2021,21.8,0.092,80.8,0.046,0.138,0.0,0.046,0.0,0.092,0.009,0.183,0.321,0.138,1.606,2.752,2.018,6.055,5.0,27.339
Cheikhou Kouyaté,Crystal Palace,eng Premier League,DF,2020-2021,34.7,0.288,77.1,0.173,0.317,0.0,0.029,0.0,0.02,0.029,0.058,0.432,0.231,1.066,0.922,1.21,3.602,5.101,22.709
Mateo Kovačić,Chelsea,eng Premier League,MF,2020-2021,20.2,2.624,90.4,2.525,1.832,0.347,0.0,0.05,0.05,0.084,0.198,2.723,1.04,1.386,0.743,0.891,0.545,5.99,64.653
Emil Krafth,Newcastle Utd,eng Premier League,DF,2020-2021,14.3,0.21,71.7,0.839,1.748,0.0,0.07,0.0,0.021,0.028,0.21,0.979,0.42,0.559,1.049,1.049,3.636,4.266,20.28
Andrej Kramarić,Hoffenheim,de Bundesliga,"FW,MF",2020-2021,26.4,0.947,76.5,3.333,8.902,0.189,0.758,0.189,0.561,0.159,1.477,3.636,1.515,0.152,0.265,0.303,0.189,3.636,31.78
Christoph Kramer,Gladbach,de Bundesliga,MF,2020-2021,22.6,1.018,85.5,0.885,0.752,0.044,0.0,0.088,0.013,0.044,0.044,1.77,0.442,1.637,1.504,1.416,1.726,6.991,34.469
Jean-Philippe Krasso,Saint-Étienne,fr Ligue 1,FW,2020-2021,2.5,1.6,61.9,0.4,8.0,0.0,0.0,0.0,0.12,0.04,1.2,2.4,0.8,1.2,0.4,2.0,1.2,4.4,16.8
Toni Kroos,Real Madrid,es La Liga,MF,2020-2021,23.5,0.681,89.5,1.83,2.0,0.34,0.128,0.426,0.098,0.294,0.511,5.106,2.851,0.936,0.638,1.106,0.426,5.319,61.745
Filip Krovinović,West Brom,eng Premier League,MF,2020-2021,6.1,1.311,81.8,2.459,3.443,0.0,0.0,0.0,0.049,0.033,0.328,3.279,0.82,1.639,0.656,0.328,0.328,6.393,34.754
Rade Krunić,Milan,it Serie A,"MF,FW",2020-2021,8.0,0.625,85.7,1.125,1.25,0.125,0.125,0.25,0.088,0.125,0.625,2.125,1.0,1.5,1.25,1.5,1.125,4.5,22.5
Max Kruse,Union Berlin,de Bundesliga,"FW,MF",2020-2021,18.1,0.608,74.1,2.099,6.409,0.11,0.608,0.276,0.376,0.232,0.718,3.702,2.099,0.166,0.166,0.608,0.166,4.641,26.409
Lukas Kübler,Freiburg,de Bundesliga,"DF,MF",2020-2021,9.8,0.714,65.5,0.714,2.449,0.102,0.0,0.102,0.01,0.051,0.102,1.429,0.51,0.816,2.143,0.918,3.163,4.898,22.347
Takefusa Kubo,Villarreal,es La Liga,"MF,FW",2020-2021,3.3,3.636,72.8,5.455,9.394,0.0,0.0,0.0,0.455,0.333,1.515,3.939,3.03,0.303,0.303,0.606,0.606,5.758,40.606
Takefusa Kubo,Getafe,es La Liga,"MF,FW",2020-2021,8.9,1.685,68.8,2.36,6.404,0.0,0.112,0.112,0.079,0.135,0.787,2.472,1.011,0.449,1.573,1.573,0.449,3.82,23.483
Juraj Kucka,Parma,it Serie A,"MF,FW",2020-2021,25.9,1.197,71.4,1.351,4.517,0.116,0.27,0.077,0.274,0.077,0.579,2.162,0.656,1.39,1.081,0.965,0.965,5.135,25.405
Dejan Kulusevski,Juventus,it Serie A,"MF,FW",2020-2021,21.4,2.009,76.7,4.86,9.439,0.14,0.187,0.14,0.14,0.29,0.327,4.533,2.43,0.888,0.421,1.028,0.093,4.533,30.981
Marash Kumbulla,Roma,it Serie A,DF,2020-2021,15.1,0.265,88.6,0.596,0.199,0.066,0.066,0.0,0.06,0.033,0.132,0.728,0.265,0.728,1.589,0.795,2.517,3.444,35.563
Pierre Kunde,Mainz 05,de Bundesliga,MF,2020-2021,5.7,0.877,75.2,1.053,1.228,0.175,0.0,0.0,0.035,0.123,0.0,1.579,0.877,0.702,1.754,1.053,1.579,6.667,32.982
Fabian Kunze,Arminia,de Bundesliga,MF,2020-2021,14.1,0.496,75.5,0.922,1.206,0.0,0.0,0.0,0.021,0.035,0.071,1.206,0.426,1.844,1.277,1.348,1.56,5.745,22.908
Jasmin Kurtić,Parma,it Serie A,MF,2020-2021,30.4,0.461,82.8,1.743,2.566,0.0,0.132,0.0,0.122,0.072,0.329,2.039,0.757,0.921,1.086,0.724,1.875,5.132,31.941
Layvin Kurzawa,Paris S-G,fr Ligue 1,DF,2020-2021,14.2,0.986,85.1,2.254,8.521,0.0,0.07,0.07,0.07,0.106,0.141,1.479,0.704,1.338,1.972,1.408,1.831,6.197,43.662
